,id,title,release_date,vote_average
0,278,The Shawshank Redemption,1994-09-23,8.708
1,238,The Godfather,1972-03-14,8.689
2,240,The Godfather Part II,1974-12-20,8.6
3,424,Schindler's List,1993-12-15,8.567
4,389,12 Angry Men,1957-04-10,8.546
5,129,Spirited Away,2001-07-20,8.5
6,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
7,155,The Dark Knight,2008-07-16,8.519
8,497,The Green Mile,1999-12-10,8.506
9,496243,Parasite,2019-05-30,8.5
10,680,Pulp Fiction,1994-09-10,8.488
11,372058,Your Name.,2016-08-26,8.486
12,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
13,13,Forrest Gump,1994-06-23,8.469
14,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
15,346,Seven Samurai,1954-04-26,8.5
16,769,GoodFellas,1990-09-12,8.458
17,12477,Grave of the Fireflies,1988-04-16,8.453
18,157336,Interstellar,2014-11-05,8.4
19,637,Life Is Beautiful,1997-12-20,8.448
20,278,The Shawshank Redemption,1994-09-23,8.708
21,238,The Godfather,1972-03-14,8.689
22,240,The Godfather Part II,1974-12-20,8.6
23,424,Schindler's List,1993-12-15,8.567
24,389,12 Angry Men,1957-04-10,8.546
25,129,Spirited Away,2001-07-20,8.5
26,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
27,155,The Dark Knight,2008-07-16,8.519
28,497,The Green Mile,1999-12-10,8.506
29,496243,Parasite,2019-05-30,8.5
30,680,Pulp Fiction,1994-09-10,8.488
31,372058,Your Name.,2016-08-26,8.486
32,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
33,13,Forrest Gump,1994-06-23,8.469
34,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
35,346,Seven Samurai,1954-04-26,8.5
36,769,GoodFellas,1990-09-12,8.458
37,12477,Grave of the Fireflies,1988-04-16,8.453
38,157336,Interstellar,2014-11-05,8.4
39,637,Life Is Beautiful,1997-12-20,8.448
40,278,The Shawshank Redemption,1994-09-23,8.708
41,238,The Godfather,1972-03-14,8.689
42,240,The Godfather Part II,1974-12-20,8.6
43,424,Schindler's List,1993-12-15,8.567
44,389,12 Angry Men,1957-04-10,8.546
45,129,Spirited Away,2001-07-20,8.5
46,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
47,155,The Dark Knight,2008-07-16,8.519
48,497,The Green Mile,1999-12-10,8.506
49,496243,Parasite,2019-05-30,8.5
50,680,Pulp Fiction,1994-09-10,8.488
51,372058,Your Name.,2016-08-26,8.486
52,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
53,13,Forrest Gump,1994-06-23,8.469
54,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
55,346,Seven Samurai,1954-04-26,8.5
56,769,GoodFellas,1990-09-12,8.458
57,12477,Grave of the Fireflies,1988-04-16,8.453
58,157336,Interstellar,2014-11-05,8.4
59,637,Life Is Beautiful,1997-12-20,8.448
60,278,The Shawshank Redemption,1994-09-23,8.708
61,238,The Godfather,1972-03-14,8.689
62,240,The Godfather Part II,1974-12-20,8.6
63,424,Schindler's List,1993-12-15,8.567
64,389,12 Angry Men,1957-04-10,8.546
65,129,Spirited Away,2001-07-20,8.5
66,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
67,155,The Dark Knight,2008-07-16,8.519
68,497,The Green Mile,1999-12-10,8.506
69,496243,Parasite,2019-05-30,8.5
70,680,Pulp Fiction,1994-09-10,8.488
71,372058,Your Name.,2016-08-26,8.486
72,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
73,13,Forrest Gump,1994-06-23,8.469
74,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
75,346,Seven Samurai,1954-04-26,8.5
76,769,GoodFellas,1990-09-12,8.458
77,12477,Grave of the Fireflies,1988-04-16,8.453
78,157336,Interstellar,2014-11-05,8.4
79,637,Life Is Beautiful,1997-12-20,8.448
80,278,The Shawshank Redemption,1994-09-23,8.708
81,238,The Godfather,1972-03-14,8.689
82,240,The Godfather Part II,1974-12-20,8.6
83,424,Schindler's List,1993-12-15,8.567
84,389,12 Angry Men,1957-04-10,8.546
85,129,Spirited Away,2001-07-20,8.5
86,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
87,155,The Dark Knight,2008-07-16,8.519
88,497,The Green Mile,1999-12-10,8.506
89,496243,Parasite,2019-05-30,8.5
90,680,Pulp Fiction,1994-09-10,8.488
91,372058,Your Name.,2016-08-26,8.486
92,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
93,13,Forrest Gump,1994-06-23,8.469
94,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
95,346,Seven Samurai,1954-04-26,8.5
96,769,GoodFellas,1990-09-12,8.458
97,12477,Grave of the Fireflies,1988-04-16,8.453
98,157336,Interstellar,2014-11-05,8.4
99,637,Life Is Beautiful,1997-12-20,8.448
100,278,The Shawshank Redemption,1994-09-23,8.708
101,238,The Godfather,1972-03-14,8.689
102,240,The Godfather Part II,1974-12-20,8.6
103,424,Schindler's List,1993-12-15,8.567
104,389,12 Angry Men,1957-04-10,8.546
105,129,Spirited Away,2001-07-20,8.5
106,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
107,155,The Dark Knight,2008-07-16,8.519
108,497,The Green Mile,1999-12-10,8.506
109,496243,Parasite,2019-05-30,8.5
110,680,Pulp Fiction,1994-09-10,8.488
111,372058,Your Name.,2016-08-26,8.486
112,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
113,13,Forrest Gump,1994-06-23,8.469
114,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
115,346,Seven Samurai,1954-04-26,8.5
116,769,GoodFellas,1990-09-12,8.458
117,12477,Grave of the Fireflies,1988-04-16,8.453
118,157336,Interstellar,2014-11-05,8.4
119,637,Life Is Beautiful,1997-12-20,8.448
120,278,The Shawshank Redemption,1994-09-23,8.708
121,238,The Godfather,1972-03-14,8.689
122,240,The Godfather Part II,1974-12-20,8.6
123,424,Schindler's List,1993-12-15,8.567
124,389,12 Angry Men,1957-04-10,8.546
125,129,Spirited Away,2001-07-20,8.5
126,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
127,155,The Dark Knight,2008-07-16,8.519
128,497,The Green Mile,1999-12-10,8.506
129,496243,Parasite,2019-05-30,8.5
130,680,Pulp Fiction,1994-09-10,8.488
131,372058,Your Name.,2016-08-26,8.486
132,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
133,13,Forrest Gump,1994-06-23,8.469
134,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
135,346,Seven Samurai,1954-04-26,8.5
136,769,GoodFellas,1990-09-12,8.458
137,12477,Grave of the Fireflies,1988-04-16,8.453
138,157336,Interstellar,2014-11-05,8.4
139,637,Life Is Beautiful,1997-12-20,8.448
140,278,The Shawshank Redemption,1994-09-23,8.708
141,238,The Godfather,1972-03-14,8.689
142,240,The Godfather Part II,1974-12-20,8.6
143,424,Schindler's List,1993-12-15,8.567
144,389,12 Angry Men,1957-04-10,8.546
145,129,Spirited Away,2001-07-20,8.5
146,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
147,155,The Dark Knight,2008-07-16,8.519
148,497,The Green Mile,1999-12-10,8.506
149,496243,Parasite,2019-05-30,8.5
150,680,Pulp Fiction,1994-09-10,8.488
151,372058,Your Name.,2016-08-26,8.486
152,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
153,13,Forrest Gump,1994-06-23,8.469
154,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
155,346,Seven Samurai,1954-04-26,8.5
156,769,GoodFellas,1990-09-12,8.458
157,12477,Grave of the Fireflies,1988-04-16,8.453
158,157336,Interstellar,2014-11-05,8.4
159,637,Life Is Beautiful,1997-12-20,8.448
160,278,The Shawshank Redemption,1994-09-23,8.708
161,238,The Godfather,1972-03-14,8.689
162,240,The Godfather Part II,1974-12-20,8.6
163,424,Schindler's List,1993-12-15,8.567
164,389,12 Angry Men,1957-04-10,8.546
165,129,Spirited Away,2001-07-20,8.5
166,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
167,155,The Dark Knight,2008-07-16,8.519
168,497,The Green Mile,1999-12-10,8.506
169,496243,Parasite,2019-05-30,8.5
170,680,Pulp Fiction,1994-09-10,8.488
171,372058,Your Name.,2016-08-26,8.486
172,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
173,13,Forrest Gump,1994-06-23,8.469
174,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
175,346,Seven Samurai,1954-04-26,8.5
176,769,GoodFellas,1990-09-12,8.458
177,12477,Grave of the Fireflies,1988-04-16,8.453
178,157336,Interstellar,2014-11-05,8.4
179,637,Life Is Beautiful,1997-12-20,8.448
180,278,The Shawshank Redemption,1994-09-23,8.708
181,238,The Godfather,1972-03-14,8.689
182,240,The Godfather Part II,1974-12-20,8.6
183,424,Schindler's List,1993-12-15,8.567
184,389,12 Angry Men,1957-04-10,8.546
185,129,Spirited Away,2001-07-20,8.5
186,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
187,155,The Dark Knight,2008-07-16,8.519
188,497,The Green Mile,1999-12-10,8.506
189,496243,Parasite,2019-05-30,8.5
190,680,Pulp Fiction,1994-09-10,8.488
191,372058,Your Name.,2016-08-26,8.486
192,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
193,13,Forrest Gump,1994-06-23,8.469
194,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
195,346,Seven Samurai,1954-04-26,8.5
196,769,GoodFellas,1990-09-12,8.458
197,12477,Grave of the Fireflies,1988-04-16,8.453
198,157336,Interstellar,2014-11-05,8.4
199,637,Life Is Beautiful,1997-12-20,8.448
200,278,The Shawshank Redemption,1994-09-23,8.708
201,238,The Godfather,1972-03-14,8.689
202,240,The Godfather Part II,1974-12-20,8.6
203,424,Schindler's List,1993-12-15,8.567
204,389,12 Angry Men,1957-04-10,8.546
205,129,Spirited Away,2001-07-20,8.5
206,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
207,155,The Dark Knight,2008-07-16,8.519
208,497,The Green Mile,1999-12-10,8.506
209,496243,Parasite,2019-05-30,8.5
210,680,Pulp Fiction,1994-09-10,8.488
211,372058,Your Name.,2016-08-26,8.486
212,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
213,13,Forrest Gump,1994-06-23,8.469
214,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
215,346,Seven Samurai,1954-04-26,8.5
216,769,GoodFellas,1990-09-12,8.458
217,12477,Grave of the Fireflies,1988-04-16,8.453
218,157336,Interstellar,2014-11-05,8.4
219,637,Life Is Beautiful,1997-12-20,8.448
220,278,The Shawshank Redemption,1994-09-23,8.708
221,238,The Godfather,1972-03-14,8.689
222,240,The Godfather Part II,1974-12-20,8.6
223,424,Schindler's List,1993-12-15,8.567
224,389,12 Angry Men,1957-04-10,8.546
225,129,Spirited Away,2001-07-20,8.5
226,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
227,155,The Dark Knight,2008-07-16,8.519
228,497,The Green Mile,1999-12-10,8.506
229,496243,Parasite,2019-05-30,8.5
230,680,Pulp Fiction,1994-09-10,8.488
231,372058,Your Name.,2016-08-26,8.486
232,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
233,13,Forrest Gump,1994-06-23,8.469
234,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
235,346,Seven Samurai,1954-04-26,8.5
236,769,GoodFellas,1990-09-12,8.458
237,12477,Grave of the Fireflies,1988-04-16,8.453
238,157336,Interstellar,2014-11-05,8.4
239,637,Life Is Beautiful,1997-12-20,8.448
240,278,The Shawshank Redemption,1994-09-23,8.708
241,238,The Godfather,1972-03-14,8.689
242,240,The Godfather Part II,1974-12-20,8.6
243,424,Schindler's List,1993-12-15,8.567
244,389,12 Angry Men,1957-04-10,8.546
245,129,Spirited Away,2001-07-20,8.5
246,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
247,155,The Dark Knight,2008-07-16,8.519
248,497,The Green Mile,1999-12-10,8.506
249,496243,Parasite,2019-05-30,8.5
250,680,Pulp Fiction,1994-09-10,8.488
251,372058,Your Name.,2016-08-26,8.486
252,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
253,13,Forrest Gump,1994-06-23,8.469
254,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
255,346,Seven Samurai,1954-04-26,8.5
256,769,GoodFellas,1990-09-12,8.458
257,12477,Grave of the Fireflies,1988-04-16,8.453
258,157336,Interstellar,2014-11-05,8.4
259,637,Life Is Beautiful,1997-12-20,8.448
260,278,The Shawshank Redemption,1994-09-23,8.708
261,238,The Godfather,1972-03-14,8.689
262,240,The Godfather Part II,1974-12-20,8.6
263,424,Schindler's List,1993-12-15,8.567
264,389,12 Angry Men,1957-04-10,8.546
265,129,Spirited Away,2001-07-20,8.5
266,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
267,155,The Dark Knight,2008-07-16,8.519
268,497,The Green Mile,1999-12-10,8.506
269,496243,Parasite,2019-05-30,8.5
270,680,Pulp Fiction,1994-09-10,8.488
271,372058,Your Name.,2016-08-26,8.486
272,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
273,13,Forrest Gump,1994-06-23,8.469
274,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
275,346,Seven Samurai,1954-04-26,8.5
276,769,GoodFellas,1990-09-12,8.458
277,12477,Grave of the Fireflies,1988-04-16,8.453
278,157336,Interstellar,2014-11-05,8.4
279,637,Life Is Beautiful,1997-12-20,8.448
280,278,The Shawshank Redemption,1994-09-23,8.708
281,238,The Godfather,1972-03-14,8.689
282,240,The Godfather Part II,1974-12-20,8.6
283,424,Schindler's List,1993-12-15,8.567
284,389,12 Angry Men,1957-04-10,8.546
285,129,Spirited Away,2001-07-20,8.5
286,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
287,155,The Dark Knight,2008-07-16,8.519
288,497,The Green Mile,1999-12-10,8.506
289,496243,Parasite,2019-05-30,8.5
290,680,Pulp Fiction,1994-09-10,8.488
291,372058,Your Name.,2016-08-26,8.486
292,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
293,13,Forrest Gump,1994-06-23,8.469
294,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
295,346,Seven Samurai,1954-04-26,8.5
296,769,GoodFellas,1990-09-12,8.458
297,12477,Grave of the Fireflies,1988-04-16,8.453
298,157336,Interstellar,2014-11-05,8.4
299,637,Life Is Beautiful,1997-12-20,8.448
300,278,The Shawshank Redemption,1994-09-23,8.708
301,238,The Godfather,1972-03-14,8.689
302,240,The Godfather Part II,1974-12-20,8.6
303,424,Schindler's List,1993-12-15,8.567
304,389,12 Angry Men,1957-04-10,8.546
305,129,Spirited Away,2001-07-20,8.5
306,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
307,155,The Dark Knight,2008-07-16,8.519
308,497,The Green Mile,1999-12-10,8.506
309,496243,Parasite,2019-05-30,8.5
310,680,Pulp Fiction,1994-09-10,8.488
311,372058,Your Name.,2016-08-26,8.486
312,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
313,13,Forrest Gump,1994-06-23,8.469
314,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
315,346,Seven Samurai,1954-04-26,8.5
316,769,GoodFellas,1990-09-12,8.458
317,12477,Grave of the Fireflies,1988-04-16,8.453
318,157336,Interstellar,2014-11-05,8.4
319,637,Life Is Beautiful,1997-12-20,8.448
320,278,The Shawshank Redemption,1994-09-23,8.708
321,238,The Godfather,1972-03-14,8.689
322,240,The Godfather Part II,1974-12-20,8.6
323,424,Schindler's List,1993-12-15,8.567
324,389,12 Angry Men,1957-04-10,8.546
325,129,Spirited Away,2001-07-20,8.5
326,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
327,155,The Dark Knight,2008-07-16,8.519
328,497,The Green Mile,1999-12-10,8.506
329,496243,Parasite,2019-05-30,8.5
330,680,Pulp Fiction,1994-09-10,8.488
331,372058,Your Name.,2016-08-26,8.486
332,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
333,13,Forrest Gump,1994-06-23,8.469
334,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
335,346,Seven Samurai,1954-04-26,8.5
336,769,GoodFellas,1990-09-12,8.458
337,12477,Grave of the Fireflies,1988-04-16,8.453
338,157336,Interstellar,2014-11-05,8.4
339,637,Life Is Beautiful,1997-12-20,8.448
340,278,The Shawshank Redemption,1994-09-23,8.708
341,238,The Godfather,1972-03-14,8.689
342,240,The Godfather Part II,1974-12-20,8.6
343,424,Schindler's List,1993-12-15,8.567
344,389,12 Angry Men,1957-04-10,8.546
345,129,Spirited Away,2001-07-20,8.5
346,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
347,155,The Dark Knight,2008-07-16,8.519
348,497,The Green Mile,1999-12-10,8.506
349,496243,Parasite,2019-05-30,8.5
350,680,Pulp Fiction,1994-09-10,8.488
351,372058,Your Name.,2016-08-26,8.486
352,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
353,13,Forrest Gump,1994-06-23,8.469
354,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
355,346,Seven Samurai,1954-04-26,8.5
356,769,GoodFellas,1990-09-12,8.458
357,12477,Grave of the Fireflies,1988-04-16,8.453
358,157336,Interstellar,2014-11-05,8.4
359,637,Life Is Beautiful,1997-12-20,8.448
360,278,The Shawshank Redemption,1994-09-23,8.708
361,238,The Godfather,1972-03-14,8.689
362,240,The Godfather Part II,1974-12-20,8.6
363,424,Schindler's List,1993-12-15,8.567
364,389,12 Angry Men,1957-04-10,8.546
365,129,Spirited Away,2001-07-20,8.5
366,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
367,155,The Dark Knight,2008-07-16,8.519
368,497,The Green Mile,1999-12-10,8.506
369,496243,Parasite,2019-05-30,8.5
370,680,Pulp Fiction,1994-09-10,8.488
371,372058,Your Name.,2016-08-26,8.486
372,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
373,13,Forrest Gump,1994-06-23,8.469
374,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
375,346,Seven Samurai,1954-04-26,8.5
376,769,GoodFellas,1990-09-12,8.458
377,12477,Grave of the Fireflies,1988-04-16,8.453
378,157336,Interstellar,2014-11-05,8.4
379,637,Life Is Beautiful,1997-12-20,8.448
380,278,The Shawshank Redemption,1994-09-23,8.708
381,238,The Godfather,1972-03-14,8.689
382,240,The Godfather Part II,1974-12-20,8.6
383,424,Schindler's List,1993-12-15,8.567
384,389,12 Angry Men,1957-04-10,8.546
385,129,Spirited Away,2001-07-20,8.5
386,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
387,155,The Dark Knight,2008-07-16,8.519
388,497,The Green Mile,1999-12-10,8.506
389,496243,Parasite,2019-05-30,8.5
390,680,Pulp Fiction,1994-09-10,8.488
391,372058,Your Name.,2016-08-26,8.486
392,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
393,13,Forrest Gump,1994-06-23,8.469
394,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
395,346,Seven Samurai,1954-04-26,8.5
396,769,GoodFellas,1990-09-12,8.458
397,12477,Grave of the Fireflies,1988-04-16,8.453
398,157336,Interstellar,2014-11-05,8.4
399,637,Life Is Beautiful,1997-12-20,8.448
400,278,The Shawshank Redemption,1994-09-23,8.708
401,238,The Godfather,1972-03-14,8.689
402,240,The Godfather Part II,1974-12-20,8.6
403,424,Schindler's List,1993-12-15,8.567
404,389,12 Angry Men,1957-04-10,8.546
405,129,Spirited Away,2001-07-20,8.5
406,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
407,155,The Dark Knight,2008-07-16,8.519
408,497,The Green Mile,1999-12-10,8.506
409,496243,Parasite,2019-05-30,8.5
410,680,Pulp Fiction,1994-09-10,8.488
411,372058,Your Name.,2016-08-26,8.486
412,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
413,13,Forrest Gump,1994-06-23,8.469
414,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
415,346,Seven Samurai,1954-04-26,8.5
416,769,GoodFellas,1990-09-12,8.458
417,12477,Grave of the Fireflies,1988-04-16,8.453
418,157336,Interstellar,2014-11-05,8.4
419,637,Life Is Beautiful,1997-12-20,8.448
420,278,The Shawshank Redemption,1994-09-23,8.708
421,238,The Godfather,1972-03-14,8.689
422,240,The Godfather Part II,1974-12-20,8.6
423,424,Schindler's List,1993-12-15,8.567
424,389,12 Angry Men,1957-04-10,8.546
425,129,Spirited Away,2001-07-20,8.5
426,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
427,155,The Dark Knight,2008-07-16,8.519
428,497,The Green Mile,1999-12-10,8.506
429,496243,Parasite,2019-05-30,8.5
430,680,Pulp Fiction,1994-09-10,8.488
431,372058,Your Name.,2016-08-26,8.486
432,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
433,13,Forrest Gump,1994-06-23,8.469
434,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
435,346,Seven Samurai,1954-04-26,8.5
436,769,GoodFellas,1990-09-12,8.458
437,12477,Grave of the Fireflies,1988-04-16,8.453
438,157336,Interstellar,2014-11-05,8.4
439,637,Life Is Beautiful,1997-12-20,8.448
440,278,The Shawshank Redemption,1994-09-23,8.708
441,238,The Godfather,1972-03-14,8.689
442,240,The Godfather Part II,1974-12-20,8.6
443,424,Schindler's List,1993-12-15,8.567
444,389,12 Angry Men,1957-04-10,8.546
445,129,Spirited Away,2001-07-20,8.5
446,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
447,155,The Dark Knight,2008-07-16,8.519
448,497,The Green Mile,1999-12-10,8.506
449,496243,Parasite,2019-05-30,8.5
450,680,Pulp Fiction,1994-09-10,8.488
451,372058,Your Name.,2016-08-26,8.486
452,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
453,13,Forrest Gump,1994-06-23,8.469
454,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
455,346,Seven Samurai,1954-04-26,8.5
456,769,GoodFellas,1990-09-12,8.458
457,12477,Grave of the Fireflies,1988-04-16,8.453
458,157336,Interstellar,2014-11-05,8.4
459,637,Life Is Beautiful,1997-12-20,8.448
460,278,The Shawshank Redemption,1994-09-23,8.708
461,238,The Godfather,1972-03-14,8.689
462,240,The Godfather Part II,1974-12-20,8.6
463,424,Schindler's List,1993-12-15,8.567
464,389,12 Angry Men,1957-04-10,8.546
465,129,Spirited Away,2001-07-20,8.5
466,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
467,155,The Dark Knight,2008-07-16,8.519
468,497,The Green Mile,1999-12-10,8.506
469,496243,Parasite,2019-05-30,8.5
470,680,Pulp Fiction,1994-09-10,8.488
471,372058,Your Name.,2016-08-26,8.486
472,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
473,13,Forrest Gump,1994-06-23,8.469
474,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
475,346,Seven Samurai,1954-04-26,8.5
476,769,GoodFellas,1990-09-12,8.458
477,12477,Grave of the Fireflies,1988-04-16,8.453
478,157336,Interstellar,2014-11-05,8.4
479,637,Life Is Beautiful,1997-12-20,8.448
480,278,The Shawshank Redemption,1994-09-23,8.708
481,238,The Godfather,1972-03-14,8.689
482,240,The Godfather Part II,1974-12-20,8.6
483,424,Schindler's List,1993-12-15,8.567
484,389,12 Angry Men,1957-04-10,8.546
485,129,Spirited Away,2001-07-20,8.5
486,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
487,155,The Dark Knight,2008-07-16,8.519
488,497,The Green Mile,1999-12-10,8.506
489,496243,Parasite,2019-05-30,8.5
490,680,Pulp Fiction,1994-09-10,8.488
491,372058,Your Name.,2016-08-26,8.486
492,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
493,13,Forrest Gump,1994-06-23,8.469
494,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
495,346,Seven Samurai,1954-04-26,8.5
496,769,GoodFellas,1990-09-12,8.458
497,12477,Grave of the Fireflies,1988-04-16,8.453
498,157336,Interstellar,2014-11-05,8.4
499,637,Life Is Beautiful,1997-12-20,8.448
500,278,The Shawshank Redemption,1994-09-23,8.708
501,238,The Godfather,1972-03-14,8.689
502,240,The Godfather Part II,1974-12-20,8.6
503,424,Schindler's List,1993-12-15,8.567
504,389,12 Angry Men,1957-04-10,8.546
505,129,Spirited Away,2001-07-20,8.5
506,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
507,155,The Dark Knight,2008-07-16,8.519
508,497,The Green Mile,1999-12-10,8.506
509,496243,Parasite,2019-05-30,8.5
510,680,Pulp Fiction,1994-09-10,8.488
511,372058,Your Name.,2016-08-26,8.486
512,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
513,13,Forrest Gump,1994-06-23,8.469
514,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
515,346,Seven Samurai,1954-04-26,8.5
516,769,GoodFellas,1990-09-12,8.458
517,12477,Grave of the Fireflies,1988-04-16,8.453
518,157336,Interstellar,2014-11-05,8.4
519,637,Life Is Beautiful,1997-12-20,8.448
520,278,The Shawshank Redemption,1994-09-23,8.708
521,238,The Godfather,1972-03-14,8.689
522,240,The Godfather Part II,1974-12-20,8.6
523,424,Schindler's List,1993-12-15,8.567
524,389,12 Angry Men,1957-04-10,8.546
525,129,Spirited Away,2001-07-20,8.5
526,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
527,155,The Dark Knight,2008-07-16,8.519
528,497,The Green Mile,1999-12-10,8.506
529,496243,Parasite,2019-05-30,8.5
530,680,Pulp Fiction,1994-09-10,8.488
531,372058,Your Name.,2016-08-26,8.486
532,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
533,13,Forrest Gump,1994-06-23,8.469
534,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
535,346,Seven Samurai,1954-04-26,8.5
536,769,GoodFellas,1990-09-12,8.458
537,12477,Grave of the Fireflies,1988-04-16,8.453
538,157336,Interstellar,2014-11-05,8.4
539,637,Life Is Beautiful,1997-12-20,8.448
540,278,The Shawshank Redemption,1994-09-23,8.708
541,238,The Godfather,1972-03-14,8.689
542,240,The Godfather Part II,1974-12-20,8.6
543,424,Schindler's List,1993-12-15,8.567
544,389,12 Angry Men,1957-04-10,8.546
545,129,Spirited Away,2001-07-20,8.5
546,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
547,155,The Dark Knight,2008-07-16,8.519
548,497,The Green Mile,1999-12-10,8.506
549,496243,Parasite,2019-05-30,8.5
550,680,Pulp Fiction,1994-09-10,8.488
551,372058,Your Name.,2016-08-26,8.486
552,122,The Lord of the Rings: The Return of the King,2003-12-17,8.483
553,13,Forrest Gump,1994-06-23,8.469
554,429,"The Good, the Bad and the Ugly",1966-12-22,8.5
555,346,Seven Samurai,1954-04-26,8.5
556,769,GoodFellas,1990-09-12,8.458
557,12477,Grave of the Fireflies,1988-04-16,8.453
558,157336,Interstellar,2014-11-05,8.4
559,637,Life Is Beautiful,1997-12-20,8.448
560,278,The Shawshank Redemption,1994-09-23,8.708
561,238,The Godfather,1972-03-14,8.689
562,240,The Godfather Part II,1974-12-20,8.6
563,424,Schindler's List,1993-12-15,8.567
564,389,12 Angry Men,1957-04-10,8.546
565,129,Spirited Away,2001-07-20,8.5
566,19404,Dilwale Dulhania Le Jayenge,1995-10-20,8.522
567,155,The Dark Knight,2008-07-16,8.519
568,497,The Green Mile,1999-12-10,8.506
569,496243,Parasite,2019-05-30,8.5
570,680,Pulp Fiction,1994-09-10,8.488
571,372058,Your Name.,2016-08-26,8.486
